vid,name,authority,field_authority_link
subject,"Chinatown, Winnipeg",wiki,https://www.wikidata.org/wiki/Q5100157
subject,Chinese,lcsh,https://id.loc.gov/authorities/subjects/sh85024235
subject,Chinese Canadian National Council,lcnaf,https://id.loc.gov/authorities/names/n93074486
subject,Chinese Canadians,wiki,https://www.wikidata.org/wiki/Q1207351
subject,Chinese drama,lcsh,https://id.loc.gov/authorities/subjects/sh85024261
subject,Chinese drama--History and criticism,lcsh,https://id.loc.gov/authorities/subjects/sh2008100549
subject,Chinese essays,lcsh,https://id.loc.gov/authorities/subjects/sh85024271
subject,"Chinese essays--Qing dynasty, 1644-1912",lcsh,https://id.loc.gov/authorities/subjects/sh85024279
subject,Chinese language,,
subject,Chinese language--Versification,lcsh,https://id.loc.gov/authorities/subjects/sh2008100586
subject,Chinese literature,lcsh,https://id.loc.gov/authorities/subjects/sh85024323
subject,Chinese literature--Bibliography--Catalogs,lcsh,https://id.loc.gov/authorities/subjects/sh2009119321
subject,Chinese literature--History and criticism,lcsh,https://id.loc.gov/authorities/subjects/sh2008100543
subject,"Chinese literature--History and criticism--Theory, etc.",lcsh,https://id.loc.gov/authorities/subjects/sh2008100602
subject,"Chinese literature--Ming dynasty, 1368-1644",lcsh,https://id.loc.gov/authorities/subjects/sh85024337
subject,"Chinese literature--Qing dynasty, 1644-1912",lcsh,https://id.loc.gov/authorities/subjects/sh85024338
subject,Chinese New Year,lcsh,https://id.loc.gov/authorities/subjects/sh89002292
subject,Chinese poetry,lcsh,https://id.loc.gov/authorities/subjects/sh85024350
subject,Chinese poetry--20th century,lcsh,https://id.loc.gov/authorities/subjects/sh85024365
subject,Chinese poetry--220-589,lcsh,https://id.loc.gov/authorities/subjects/sh85024354
subject,"Chinese poetry--Jin dynasty, 1115-1234",lcsh,https://id.loc.gov/authorities/subjects/sh85024361
subject,"Chinese poetry--Ming dynasty, 1368-1644",lcsh,https://id.loc.gov/authorities/subjects/sh85024363
subject,"Chinese poetry--Qing dynasty, 1644-1912",lcsh,https://id.loc.gov/authorities/subjects/sh85024364
subject,"Chinese poetry--Qing dynasty, 1644-1912--History and criticism",lcsh,https://id.loc.gov/authorities/subjects/sh2008100617
subject,"Chinese poetry--Song dynasty, 960-1279",lcsh,https://id.loc.gov/authorities/subjects/sh85024359
subject,"Chinese poetry--Tang dynasty, 618-907",lcsh,https://id.loc.gov/authorities/subjects/sh85024357
subject,"Chinese poetry--Yuan dynasty, 1260-1368",lcsh,https://id.loc.gov/authorities/subjects/sh85024362
subject,"Chinese poetry--Yuan dynasty, 1260-1368--History and criticism",lcsh,https://id.loc.gov/authorities/subjects/sh2009119357
subject,Chinese scholars,wiki,https://www.wikidata.org/wiki/Q8363594
subject,Chinguacousy County (Ont.),wiki,https://www.wikidata.org/wiki/Q5101043
subject,Chiropractic,lcsh,https://id.loc.gov/authorities/subjects/sh85024464
subject,Chiropractors,lcsh,https://id.loc.gov/authorities/subjects/sh85024472
subject,Chlorothiazide,wiki,https://www.wikidata.org/wiki/Q2603363
subject,Chlorpropamide,mesh,https://id.nlm.nih.gov/mesh/D002747.html
subject,"Chợ Lớn (Ho Chi Minh City, Vietnam)",viaf,https://viaf.org/viaf/312812855/
subject,Choirs,,
subject,Cholesterol,lcsh,https://id.loc.gov/authorities/subjects/sh85024654
subject,Choral singing,lcsh,https://id.loc.gov/authorities/subjects/sh85024700
subject,Choral singing--Instruction and study,lcsh,https://id.loc.gov/authorities/subjects/sh89005330
subject,Chorionic Villi,mesh,https://id.nlm.nih.gov/mesh/D002824.html
subject,Chorionic Villi sampling,mesh,https://id.nlm.nih.gov/mesh/D015193.html
subject,"Choruses (Mixed voices), Unaccompanied",lcsh,https://id.loc.gov/authorities/subjects/sh85024972
subject,"Choruses, Sacred (Men's voices), Unaccompanied",lcsh,https://id.loc.gov/authorities/subjects/sh85024785
subject,"Choruses, Sacred (Mixed voices, 4 parts)",lcsh,https://id.loc.gov/authorities/subjects/sh85024797
subject,"Choruses, Sacred (Mixed voices, 4 parts) with organ",lcsh,https://id.loc.gov/authorities/subjects/sh85024801
subject,"Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied",lcsh,https://id.loc.gov/authorities/subjects/sh85024798
subject,"Chrétien, Jean, 1934-",lcnaf,https://id.loc.gov/authorities/names/no96008929
subject,Christian art and symbolism,lcsh,https://id.loc.gov/authorities/subjects/sh85025011
subject,Christian ethics,lcsh,https://id.loc.gov/authorities/subjects/sh85025083
subject,Christian life,lcsh,https://id.loc.gov/authorities/subjects/sh85025095
subject,Christian saints in art,lcsh,https://id.loc.gov/authorities/subjects/sh85025189
subject,Christianity,lcsh,https://id.loc.gov/authorities/subjects/sh85025219
subject,Christianity and other religions,lcsh,https://id.loc.gov/authorities/subjects/sh85025250
subject,Christianity--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh94000286
subject,"Christie, G.",,
subject,Christmas,lcsh,https://id.loc.gov/authorities/subjects/sh85025303
subject,Christmas decorations,lcsh,https://id.loc.gov/authorities/subjects/sh85025309
subject,Christmas Fairyland,,
subject,Christmas plays,lcsh,https://id.loc.gov/authorities/subjects/sh85025314
subject,Christmas shopping,lcsh,https://id.loc.gov/authorities/subjects/sh98007444
subject,Christmas stories,lcsh,https://id.loc.gov/authorities/subjects/sh85025320
subject,"Christmas, Bernd",,
subject,Chronic diseases,lcsh,https://id.loc.gov/authorities/subjects/sh85025392
subject,Chronology,lcsh,https://id.loc.gov/authorities/subjects/sh85025406
subject,Chuck E. Cheese,wiki,https://www.wikidata.org/wiki/Q2438391
subject,Church,lcsh,https://id.loc.gov/authorities/subjects/sh85025502
subject,Church and education,lcsh,https://id.loc.gov/authorities/subjects/sh85025520
subject,Church and state,,
subject,Church and state--France,lcsh,https://id.loc.gov/authorities/subjects/sh85025545
subject,Church architecture,lcsh,https://id.loc.gov/authorities/subjects/sh85025567
subject,Church buildings,lcsh,https://id.loc.gov/authorities/subjects/sh85025854
subject,Church lands,lcsh,https://id.loc.gov/authorities/subjects/sh85025643
subject,Church music,lcsh,https://id.loc.gov/authorities/subjects/sh85025650
subject,Church music--Orthodox Eastern Church,lcsh,https://id.loc.gov/authorities/subjects/sh85025659
subject,Church polity,lcsh,https://id.loc.gov/authorities/subjects/sh85025728
subject,Church societies,lcsh,https://id.loc.gov/authorities/subjects/sh85025766
subject,Churches,lcsh,https://id.loc.gov/authorities/subjects/sh85025854
subject,Churchill (Man.),lccn,https://lccn.loc.gov/n79058475
subject,"Chuvalo, George, 1937-",lcsh,https://id.loc.gov/authorities/names/nr2004018415
subject,chymopapain,,
subject,"Chytilová, Věra, 1929-2014",lcnaf,https://id.loc.gov/authorities/names/nr00016669
subject,Ci (Chinese poetry),lcsh,https://id.loc.gov/authorities/subjects/sh85139217
subject,Çiftetelli,wiki,https://www.wikidata.org/wiki/Q1422125
subject,Cigarettes,lcsh,https://id.loc.gov/authorities/subjects/sh85025966
subject,"Cimetière Notre-Dame des Neiges (Montréal, Québec)",viaf,http://viaf.org/viaf/134796924
subject,Cinémathèque québécoise,lcnaf,https://id.loc.gov/authorities/names/n81020265
subject,Cineplex Odeon Corporation,lcnaf,https://id.loc.gov/authorities/names/n96010340
subject,Circumcision,lcsh,https://id.loc.gov/authorities/subjects/sh85026074
subject,Cities and towns,lcsh,https://id.loc.gov/authorities/subjects/sh85026130
subject,Citizenship,,
subject,citizenship Canada,,
subject,City planning,lcsh,https://id.loc.gov/authorities/subjects/sh85026282
subject,City planning and redevelopment law,lcsh,https://id.loc.gov/authorities/subjects/sh85026289
subject,Cityscape,,
subject,Civic improvement,lcsh,https://id.loc.gov/authorities/subjects/sh85026300
subject,Civil procedure,lcsh,https://id.loc.gov/authorities/subjects/sh85026353
subject,Civil procedure--Québec (Province),lcsh,https://id.loc.gov/authorities/subjects/sh2009120152
subject,Civil rights,lcsh,https://id.loc.gov/authorities/subjects/sh85026371
subject,Civil service,lcsh,https://id.loc.gov/authorities/subjects/sh85026387
subject,Civil service--Personnel management,lcsh,https://id.loc.gov/authorities/subjects/sh86007665
subject,Civil service--Recruiting,lcsh,https://id.loc.gov/authorities/subjects/sh85026415
subject,Civilization,lcsh,https://id.loc.gov/authorities/subjects/sh99005029
subject,Claims against decedents' estates,lcsh,https://id.loc.gov/authorities/subjects/sh85026531
subject,Clarinet,lcsh,https://id.loc.gov/authorities/subjects/sh85026570
subject,"Clark, Barney B., 1921-1983",lcnaf,https://id.loc.gov/authorities/names/n84075299
subject,Class struggle,wiki,https://www.wikidata.org/wiki/Q1744607
subject,Classical education,lcsh,https://id.loc.gov/authorities/subjects/sh85026700
subject,classical music --Arabic,,
subject,Classicism in music,lcsh,https://id.loc.gov/authorities/subjects/sh85026717
subject,Classification,lcsh,https://id.loc.gov/authorities/subjects/sh2002012034
subject,Classrooms,lcsh,https://id.loc.gov/authorities/subjects/sh88003345
subject,"Clayton-Thomas, David",lcnaf,https://id.loc.gov/authorities/names/n95113371
subject,Clean energy,lcsh,https://id.loc.gov/authorities/subjects/sh2015000120
subject,Clean Power Plan,wiki,https://www.wikidata.org/wiki/Q21028610
subject,Clean technology,wiki,https://www.wikidata.org/wiki/Q1099456
subject,Clearcutting,lcsh,https://id.loc.gov/authorities/subjects/sh85026905
subject,Clergy,lcsh,https://id.loc.gov/authorities/subjects/sh99004982
subject,Cliffs,lcsh,https://id.loc.gov/authorities/subjects/sh87003234
subject,Climate,lcsh,https://id.loc.gov/authorities/subjects/sh85027036
subject,Climate action,wiki,https://www.wikidata.org/wiki/Q22661680
subject,Climate change,lcnaf,https://id.loc.gov/authorities/names/n96900901
subject,Climate change adaptation,,
subject,Climate change adaptation by business,,
subject,climate change adaptation plans,,
subject,climate change and health,,
subject,climate change and human health,,
subject,climate change and mental health,,
subject,climate change and the law,,
subject,Climate change and the workplace,,
subject,climate change impacts,,
subject,Climate change mitigation,lcsh,https://id.loc.gov/authorities/subjects/sh2009009655
subject,Climate change policies,,
subject,Climate change politics,,
subject,Climate change research,,
subject,Climate justice,wiki,https://www.wikidata.org/wiki/Q1291678
subject,Climatic changes,lcsh,https://id.loc.gov/authorities/subjects/sh85027037
subject,Clipper ships,lcsh,https://id.loc.gov/authorities/subjects/sh85027082
subject,Clomiphene,mesh,https://id.nlm.nih.gov/mesh/D002996.html
subject,Clonazepam,mesh,https://id.nlm.nih.gov/mesh/D002998.html
subject,Clonidine,mesh,https://id.nlm.nih.gov/mesh/D003000.html
subject,Clothing and dress,lcsh,https://id.loc.gov/authorities/subjects/sh85027160
subject,Clouds,lcsh,https://id.loc.gov/authorities/subjects/sh85027191
subject,Clubs,lcsh,https://id.loc.gov/authorities/subjects/sh85027231
subject,"CN Tower (Toronto, Ont.)",lcsh,https://id.loc.gov/authorities/subjects/sh2004000455
subject,"CNE Coliseum (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q541481
subject,"CNE Grandstand (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q1383747
subject,Coal,lcsh,https://id.loc.gov/authorities/subjects/sh85027307
subject,Coal in Canada,wiki,https://www.wikidata.org/wiki/Q5137813
subject,Coal mines and mining,lcsh,https://id.loc.gov/authorities/subjects/sh85027364
subject,Coal phase-out,wiki,https://www.wikidata.org/wiki/Q104696754
subject,Coal reserves,lcsh,https://id.loc.gov/authorities/subjects/sh85027325
subject,Coal trade,lcsh,https://id.loc.gov/authorities/subjects/sh85027411
subject,Coal-fired power plants,lcsh,https://id.loc.gov/authorities/subjects/sh85027345
subject,Coalbed methane,lcsh,https://id.loc.gov/authorities/subjects/sh85027414
subject,Coast Salish peoples,wiki,https://www.wikidata.org/wiki/Q1755154
subject,Coastwise shipping,lcsh,https://id.loc.gov/authorities/subjects/sh85027496
subject,Cobalt (Ont.),lccn,https://lccn.loc.gov/n79016552
subject,Cobalt content,lcsh,https://id.loc.gov/authorities/subjects/sh99005158
subject,Cobalt mines and mining,lcsh,https://id.loc.gov/authorities/subjects/sh85027528
subject,Cobourg,,
subject,"Cockburn, Bruce",lcnaf,https://id.loc.gov/authorities/names/n92035398
subject,Coffee plantations,lcsh,https://id.loc.gov/authorities/subjects/sh2005008621
subject,Coffeehouses,lcsh,https://id.loc.gov/authorities/subjects/sh85027714
subject,"Cohen, Leonard, 1934-2016",lcsh,https://id.loc.gov/authorities/names/n79033018
subject,Coinage,lcsh,https://id.loc.gov/authorities/subjects/sh85027788
subject,"Coins, Canadian",lcsh,https://id.loc.gov/authorities/subjects/sh85027815
subject,Colborne Lodge,wiki,https://www.wikidata.org/wiki/Q5141957
subject,"Cole, Johnnetta B.",viaf,https://viaf.org/viaf/41936941/
subject,Colitis,mesh,https://id.nlm.nih.gov/mesh/D003092.html
subject,Collaborative initiatives,,
subject,collected works,aat,http://vocab.getty.edu/page/aat/300060422
subject,Collections,lcsh,https://id.loc.gov/authorities/childrensSubjects/sj2020050018
subject,Collective bargaining,lcsh,https://id.loc.gov/authorities/subjects/sh85027996
subject,Collectors and collecting,lcsh,https://id.loc.gov/authorities/subjects/sh85028263
subject,"College prose, American",lcsh,https://id.loc.gov/authorities/subjects/sh85028318
subject,"College verse, American",lcsh,https://id.loc.gov/authorities/subjects/sh85028399
subject,Collineation,lcsh,https://id.loc.gov/authorities/subjects/sh85028433
subject,Cologne (Germany)--Description and travel,,
subject,"Colombo, John Robert, 1936-",lcsh,https://id.loc.gov/authorities/names/n79112338
subject,Colonial,,
subject,Colonial Era,,
subject,Colonial period,,
subject,"Colonial Tavern (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q5148385
subject,Colonic Neoplasms,mesh,https://id.nlm.nih.gov/mesh/D003110.html
subject,Colonies,lcsh,https://id.loc.gov/authorities/subjects/sh85028562
subject,Colonization,lcsh,https://id.loc.gov/authorities/subjects/sh99005562
subject,Colony of Burma,wiki,https://www.wikidata.org/wiki/Q2376315
subject,Color Vision Defects,mesh,https://id.nlm.nih.gov/mesh/D003117.html
subject,"Columbus, Christopher",lcnaf,https://id.loc.gov/authorities/names/n78085478
subject,combined heat and power,,
subject,Comets,lcsh,https://id.loc.gov/authorities/subjects/sh85028854
subject,Commencement ceremonies,lcsh,https://id.loc.gov/authorities/subjects/sh00009998
subject,Commerce,lcsh,https://id.loc.gov/authorities/subjects/sh85028901
subject,Commerce--History,lcsh,https://id.loc.gov/authorities/subjects/sh85028902
subject,Commercial buildings,lcsh,https://id.loc.gov/authorities/subjects/sh85028921
subject,Committee for the Restoration of Democracy in Greece,,
subject,Common law marriage,lcsh,https://id.loc.gov/authorities/subjects/sh85028995
subject,Communications Research Centre (Canada),lcnaf,https://id.loc.gov/authorities/names/n77002008
subject,Communism,lcsh,https://id.loc.gov/authorities/subjects/sh85029120
subject,Communism--Russia,lcsh,https://id.loc.gov/authorities/subjects/sh2008117719
subject,Communism--Soviet Union,lcsh,https://id.loc.gov/authorities/subjects/sh85029128
subject,Communists,lcsh,https://id.loc.gov/authorities/subjects/sh85029192
subject,Community Benefits Agreements,wiki,https://www.wikidata.org/wiki/Q5154642
subject,community economic development,,
subject,community energy programs,,
subject,Community Folk Art Council of Toronto,wiki,https://www.wikidata.org/wiki/Q97404874
subject,Community garden,lcsh,https://id.loc.gov/authorities/subjects/sh85029226
subject,Community hall,wiki,https://www.wikidata.org/wiki/Q367885
subject,Community music,lcsh,https://id.loc.gov/authorities/subjects/sh85029252
subject,Community music repertoire,,
subject,Community organization,lcsh,https://id.loc.gov/authorities/subjects/sh85029254
subject,Commuting,lcsh,https://id.loc.gov/authorities/subjects/sh85029274
subject,Compact discs,lcsh,https://id.loc.gov/authorities/subjects/sh86000125
subject,Company,,
subject,Comparative literature,lcsh,https://id.loc.gov/authorities/subjects/sh85077534
subject,Comparative Literature--American and Spanish,lcsh,https://id.loc.gov/authorities/subjects/sh85077534
subject,Comparative Literature--Spanish and American,lcsh,https://id.loc.gov/authorities/subjects/sh85077534
subject,Comparative studies,lcsh,https://id.loc.gov/authorities/subjects/sh85029306
subject,Compensation (Law),lcsh,https://id.loc.gov/authorities/subjects/sh85029322
subject,Competitiveness,,
subject,Complications,lcsh,https://id.loc.gov/authorities/subjects/sh99004943
subject,Composition and exercises,lcsh,https://id.loc.gov/authorities/subjects/sh99001157
subject,Compulsory vaccination,wiki,https://www.wikidata.org/wiki/Q1660330
subject,Computer drawing,lcsh,https://id.loc.gov/authorities/subjects/sh85029494
subject,Comunidade : O Jornal Comunitário Português,,
subject,concentrating solar energy,,
subject,Conception,lcsh,https://id.loc.gov/authorities/subjects/sh85029616
subject,Concert band,wiki,https://www.wikidata.org/wiki/Q762048
subject,Concert posters,wiki,https://www.wikidata.org/wiki/Q104776963
subject,Concertina,lcsh,https://id.loc.gov/authorities/subjects/sh85029639
subject,Concerts,lcsh,https://id.loc.gov/authorities/subjects/sh85030620
subject,Concrete formers,,
subject,Conditions,,
subject,Condolences,,
subject,Condominiums,lcsh,https://id.loc.gov/authorities/subjects/sh85030788
subject,Condoms,lcsh,https://id.loc.gov/authorities/subjects/sh85030795
subject,Conduct of life,lcsh,https://id.loc.gov/authorities/subjects/sh85030802
subject,Conduct of life--Early works to 1900,fast,http://id.worldcat.org/fast/874566/
subject,Confectionery,lcsh,https://id.loc.gov/authorities/subjects/sh85030823
subject,Confederated Otoe and Missouria Indian Reservation (Kan. and Neb.),lcsh,https://id.loc.gov/authorities/subjects/sh94002702
subject,Conference,,
subject,Conferences,,
subject,Confessors,lcsh,https://id.loc.gov/authorities/subjects/sh85030923
subject,Congo,wiki,https://www.wikidata.org/wiki/Q213510
subject,Congress of Black Women of Canada,wiki,https://www.wikidata.org/wiki/Q85753827
subject,Congresses,lcsh,https://id.loc.gov/authorities/subjects/sh99001964
subject,Conklin's Alpine Way,wiki,https://www.wikidata.org/wiki/Q107208102
subject,"Connolly, Kevin",,
subject,"Conoyles, Joan",,
subject,Consecration of bishops,lcsh,https://id.loc.gov/authorities/subjects/sh85031238
subject,Consecration of bishops--Catholic Church,lcsh,https://id.loc.gov/authorities/subjects/sh2021008044
subject,Conservation,lcsh,https://id.loc.gov/authorities/subjects/sh99005329
subject,Conservation Authorities Act,,
subject,Conservatories of music,lcsh,https://id.loc.gov/authorities/subjects/sh85031279
subject,"Constantine II, King of the Hellenes, 1940-",lcnaf,https://id.loc.gov/authorities/names/n85120943
subject,Constitution,lcsh,https://id.loc.gov/authorities/subjects/sh2003003664
subject,Constitutional amendments,lcsh,https://id.loc.gov/authorities/subjects/sh85031319
subject,Constitutional amendments--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2009121457
subject,Constitutional history,lcsh,https://id.loc.gov/authorities/subjects/sh85031326
subject,Constitutional history--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2008101598
subject,Constitutional history--Canada--Sources,lcsh,https://id.loc.gov/authorities/subjects/sh2009121473
subject,Construction,lcsh,https://id.loc.gov/authorities/subjects/sh99005337
subject,Construction crane,wiki,https://www.wikidata.org/wiki/Q3118165
subject,Construction industry,lcsh,https://id.loc.gov/authorities/subjects/sh85031360
subject,Consultation with Indigenous peoples,main,
subject,consumer guide,,
subject,Consumerism,wiki,https://www.wikidata.org/wiki/Q89640
subject,Contact lenses,lcsh,https://id.loc.gov/authorities/subjects/sh85031503
subject,Contests,lcsh,https://id.loc.gov/authorities/subjects/sh85031543
subject,Continents,lcsh,https://id.loc.gov/authorities/subjects/sh85031556
subject,Contours (Cartography),lcsh,https://id.loc.gov/authorities/subjects/sh85031580
subject,Contraception,lcsh,https://id.loc.gov/authorities/subjects/sh85031589
subject,Contraceptives,lcsh,https://id.loc.gov/authorities/subjects/sh85031597
subject,Contractors,lcsh,https://id.loc.gov/authorities/subjects/sh85031617
subject,Contracts,lcsh,https://id.loc.gov/authorities/subjects/sh85031620
subject,Contracts--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2009121744
subject,Contracts--Cases,lcsh,https://id.loc.gov/authorities/subjects/sh2009121746
subject,Controversial literature,lcsh,https://id.loc.gov/authorities/subjects/sh2002012037
subject,Conversion tables,lcsh,https://id.loc.gov/authorities/subjects/sh2007003208
subject,Conveyancing,lcsh,https://id.loc.gov/authorities/subjects/sh85031734
subject,Cookbooks,lcsh,https://id.loc.gov/authorities/subjects/sh2010007517
subject,Cooking,lcsh,https://id.loc.gov/authorities/subjects/sh2010008400
subject,"Cooking, Canadian",lcsh,https://id.loc.gov/authorities/subjects/sh85031798
subject,"Cooking, Finnish",lcsh,https://id.loc.gov/authorities/subjects/sh94008153
subject,"Cooney, Michael B., 1943",lcnaf,https://id.loc.gov/authorities/names/n2012004916
subject,Copepoda,lcsh,https://id.loc.gov/authorities/subjects/sh85032264
subject,Copper mines and mining,lcsh,https://id.loc.gov/authorities/subjects/sh85032377
subject,Corn,lcsh,https://id.loc.gov/authorities/subjects/sh85032625
subject,Corona (steamboat),,
subject,Coronary Artery Bypass,mesh,https://id.nlm.nih.gov/mesh/D001026.html
subject,Coroners,lcsh,https://id.loc.gov/authorities/subjects/sh85032886
subject,Corporate Average Fuel Economy Program (U.S.),lcnaf,https://id.loc.gov/authorities/names/no2018054611
subject,Corporate crime,wiki,https://www.wikidata.org/wiki/Q5172452
subject,corporate disclosure,,
subject,Corporate environmental responsibility,,
subject,corporate environmental responsiblity,,
subject,Corporate Social Responsibility,lcsh,https://id.loc.gov/authorities/subjects/sh90005735
subject,Corporation law,lcsh,https://id.loc.gov/authorities/subjects/sh85032912
subject,Correspondence,lcsh,https://id.loc.gov/authorities/subjects/sh99001943
subject,Corrupt practices,lcsh,https://id.loc.gov/authorities/subjects/sh99005368
subject,"Cortés, Hernando, 1485-1547",lcnaf,https://id.loc.gov/authorities/names/n80133120
subject,"Cosby, Bill, 1937-",lcnaf,https://id.loc.gov/authorities/names/n82052577
subject,"Cosmic Home (Toronto, Ont.)",,
subject,Cosmic physics,lcsh,https://id.loc.gov/authorities/subjects/sh85033150
subject,Cosmogony,lcsh,https://id.loc.gov/authorities/subjects/sh85033158
subject,Cosmology,lcsh,https://id.loc.gov/authorities/subjects/sh85033169
subject,Cost effectiveness,lcsh,https://id.loc.gov/authorities/subjects/sh85033197
subject,cost savings,,
subject,Costume,lcsh,https://id.loc.gov/authorities/subjects/sh85033238
subject,Costume--History,lcsh,https://id.loc.gov/authorities/subjects/sh85033240
subject,Cotton trade--United States,lcsh,https://id.loc.gov/authorities/subjects/sh2008101810
subject,Councils and synods,lcsh,https://id.loc.gov/authorities/subjects/sh85033409
subject,"Councils and synods, Diocesan",lcsh,https://id.loc.gov/authorities/subjects/sh85033410
subject,Counseling,mesh,https://id.nlm.nih.gov/mesh/D003376.html
subject,Counties,lcsh,https://id.loc.gov/authorities/subjects/sh2004003388
subject,Country dancing,lcsh,https://id.loc.gov/authorities/subjects/sh85033454.html
subject,Country life,lcsh,https://id.loc.gov/authorities/subjects/sh85033462
subject,Country music,lcsh,https://id.loc.gov/authorities/subjects/sh85033470
subject,"Couplets, Chinese",lcsh,https://id.loc.gov/authorities/subjects/sh85033494
subject,Court and courtiers,lcsh,https://id.loc.gov/authorities/subjects/sh99005359
subject,"Court, John P.M.",,
subject,Courts,lcsh,https://id.loc.gov/authorities/subjects/sh85033571
subject,courts of Ontario,wiki,https://www.wikidata.org/wiki/Q108818788
subject,Courtship,lcsh,https://id.loc.gov/authorities/subjects/sh85033596
subject,Covenants,lcsh,https://id.loc.gov/authorities/subjects/sh85033611
subject,Crayfish,lcsh,https://id.loc.gov/authorities/subjects/sh85033794
subject,Creation,,
subject,Creation--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh2008101800
subject,Cree,main,
subject,Cree dance,lcsh,https://id.loc.gov/authorities/subjects/sh95008954
subject,Cree drum,, 
subject,Cries,lcsh,https://id.loc.gov/authorities/subjects/sh85033990
subject,Crime,lcsh,https://id.loc.gov/authorities/subjects/sh85033993
subject,Crime & Law Enforcement,,
subject,Criminal anthropology,lcsh,https://id.loc.gov/authorities/subjects/sh85034032
subject,Criminal law,lcsh,https://id.loc.gov/authorities/subjects/sh85034058
subject,Criminal law--France,lcsh,https://id.loc.gov/authorities/subjects/sh2008101035
subject,Criminology,lcsh,https://id.loc.gov/authorities/subjects/sh89002994
subject,Cris de Paris (ca. 1500),lcnaf,https://id.loc.gov/authorities/names/n88224114
subject,Criticism,lcsh,https://id.loc.gov/authorities/subjects/sh85034149
subject,Criticism and interpretation,lcsh,https://id.loc.gov/authorities/subjects/sh99005576
subject,"Criticism, interpretation, etc",lcsh,https://id.loc.gov/authorities/subjects/sh99004866
subject,"Croll, David",wiki,https://www.wikidata.org/wiki/Q5232676
subject,Crops,lcsh,https://id.loc.gov/authorities/subjects/sh85034249
subject,Cross-dressing,lcsh,https://id.loc.gov/authorities/subjects/sh85137104
subject,Crown lands,lcsh,https://id.loc.gov/authorities/subjects/sh85034340
subject,Crustacea,lcsh,https://id.loc.gov/authorities/subjects/sh85034396
subject,"Cuddy, Gail",, 
subject,Cumberland,,
subject,Curling,lcsh,https://id.loc.gov/authorities/subjects/sh85034867
subject,Currency question,lcsh,https://id.loc.gov/authorities/subjects/sh85034878
subject,Curricula,lcsh,https://id.loc.gov/authorities/subjects/sh2002012451
subject,Customs administration and tourism,,
subject,Customs and practices,,
subject,Cycling,lcsh,https://id.loc.gov/authorities/subjects/sh85035070
subject,Cystitis,lcsh,https://id.loc.gov/authorities/subjects/sh85014731
subject,Czech Republic,wiki,https://www.wikidata.org/wiki/Q213
subject,Czechoslovak New Wave,wiki,https://www.wikidata.org/wiki/Q2356541
subject,Đà Nẵng (Vietnam),lcnaf,https://id.loc.gov/authorities/n85137216
subject,dairy milk,,
subject,Dairy processing,lcsh,https://id.loc.gov/authorities/subjects/sh85035451
subject,Dairy products industry,lcsh,https://id.loc.gov/authorities/subjects/sh85035460
subject,Dairying,lcsh,https://id.loc.gov/authorities/subjects/sh85035466
subject,Dakota,main,
subject,Dalai lamas,lcsh,https://id.loc.gov/authorities/subjects/sh85035505
subject,"Dalziel, Elizabeth",,
subject,Damages,lcsh,https://id.loc.gov/authorities/subjects/sh85035553
subject,Dams,lcsh,https://id.loc.gov/authorities/subjects/sh85035582
subject,Danazol,mesh,https://id.nlm.nih.gov/mesh/D003613.html
subject,Dance,lcsh,https://id.loc.gov/authorities/subjects/sh85035659
subject,Dance marathons,lcsh,https://id.loc.gov/authorities/subjects/sh93004775
subject,Dance music,lcsh,https://id.loc.gov/authorities/subjects/sh85035638
subject,Dance notation,lcsh,https://id.loc.gov/authorities/subjects/sh85035645
subject,Dance--Dictionaries,lcsh,https://id.loc.gov/authorities/subjects/sh2009122812
subject,Dance--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh2009122814
subject,Dance--Greece,lcsh,https://id.loc.gov/authorities/subjects/sh2009122817
subject,Dance--Study and teaching,lcsh,https://id.loc.gov/authorities/subjects/sh85035678
subject,Dancing,lcsh,https://id.loc.gov/authorities/subjects/sh85035659
subject,"Danforth Ave. (Toronto, Ont.)",,
subject,"Danko, Rick",lcnaf,https://id.loc.gov/authorities/names/nr89011639
subject,"Dans, Chandler",, 
subject,Darlingford,,
subject,"Darrigo's Market (Toronto, Ont.)",,
subject,"David Mirvish Gallery (Toronto, Ont.)‏",lcnaf,https://id.loc.gov/authorities/names/no91019094
subject,"Davis, Ruby",,
subject,"Davis, William G.",lcnaf,https://id.loc.gov/authorities/names/n85371824
subject,"Dawkins, Penny",,
subject,Dawson Creek,,
subject,Day care centers,lcsh,https://id.loc.gov/authorities/subjects/sh85035951
subject,Deaf,lcsh,https://id.loc.gov/authorities/subjects/sh85036047
subject,Deaf -- Means of communication,lcsh,https://id.loc.gov/authorities/subjects/sh85036058.html
subject,deaf education,wiki,https://www.wikidata.org/wiki/Q1430964
